system	E_PRO
(Kuiken	O
et al	O
2014)	O
11https://www.coaptengineering.com	O
	
We	O
study	O
sequences	B_TAS
of	I_TAS
optimal	I_TAS
walks	I_TAS
of	I_TAS
a	I_TAS
growing	I_TAS
length	I_TAS
in	I_TAS
weighted	I_TAS
digraphs	E_TAS
or	O
equivalently	O
sequences	B_TAS
of	I_TAS
entries	I_TAS
of	I_TAS
max-algebraic	I_TAS
matrix	I_TAS
powers	I_TAS
with	I_TAS
growing	I_TAS
exponents	E_TAS
It	O
is	O
known	O
that	O
these	O
sequences	O
are	O
eventually	O
periodic	O
when	O
the	O
digraphs	B_PRO
are	I_PRO
strongly	I_PRO
connected	E_PRO
The	O
transient	O
of	O
such	O
periodicity	O
depends	O
in	O
general	O
both	O
on	O
the	O
size	O
of	O
digraph	S_MAT
and	O
on	O
the	O
magnitude	O
of	O
the	O
weights	O
In	O
this	O
paper	O
we	O
show	O
that	O
some	O
bounds	O
on	O
the	O
indices	O
of	O
periodicity	O
of	O
(unweighted)	B_MAT
digraphs	E_MAT
such	O
as	O
the	O
bounds	O
of	O
Wielandt	O
Dulmage–Mendelsohn	O
Schwarz	O
Kim	O
and	O
Gregory–Kirkland–Pullman	O
apply	O
to	O
the	O
weights	O
of	O
optimal	O
walks	O
when	O
one	O
of	O
their	O
ends	O
is	O
a	O
critical	O
nod	O
	
At	O
200	O
–	O
300°C:	O
nuclear	O
densities	O
are	O
localised	O
in	O
the	O
tetrahedral	O
volume	O
roughly	O
covering	O
the	O
8c	O
and	O
32f	O
positions	O
with	O
“bulges”	S_MAT
of	O
nuclear	O
densities	O
pointing	O
toward	O
the	O
48i	O
position	O
while	O
at	O
400	O
and	O
500°C	O
continuous	O
nuclear	O
densities	O
forming	O
a	O
straight	O
line	O
along	O
the	O
<100>	O
direction	O
are	O
found	O
indicative	O
of	O
oxide-ion	B_PRO
diffusion	E_PRO
pathway	O
along	O
that	O
direction	O
In	O
the	O
literature	O
curved	O
pathways	O
along	O
the	O
<100>	O
direction	O
passing	O
through	O
the	O
48i	O
site	O
are	O
generally	O
observed	O
in	O
fluorite	B_MAT
materials	E_MAT
[20]	O
the	O
prevalence	O
of	O
curve	O
pathway	O
as	O
opposed	O
from	O
straight	O
pathway	O
is	O
explained	O
by	O
the	O
repulsion	O
between	O
cation	S_MAT
and	O
anions	S_MAT
the	O
curved	O
pathway	O
allowing	O
the	O
cation–anion	S_MAT
to	O
maintain	O
a	O
reasonable	O
distance	O
However	O
a	O
straight	O
pathway	O
is	O
observed	O
for	O
Y0.785Ta0.215O1.715	O
[23]	O
as	O
is	O
the	O
case	O
for	O
the	O
present	B_MAT
material	E_MAT
This	O
suggests	O
that	O
Ta	B_MAT
and	I_MAT
Re	I_MAT
cations	E_MAT
might	O
play	O
a	O
similar	O
role	O
in	O
these	O
system	O
	
Certainly	O
therefore	O
the	O
see-saw	B_PRO
mechanism	E_PRO
is	O
an	O
attractive	O
explanation	O
of	O
why	O
the	O
light	B_TAS
neutrino	I_TAS
masses	E_TAS
are	O
so	O
small	O
However	O
it	O
is	O
not	O
without	O
its	O
faults	O
In	O
particular	O
there	O
is	O
a	O
tension	O
between	O
the	O
strongly	O
hierarchical	O
nature	O
of	O
the	O
observed	O
Yukawa	B_TAS
couplings	I_TAS
in	I_TAS
the	I_TAS
quark	I_TAS
and	I_TAS
charged	I_TAS
lepton	I_TAS
sectors	E_TAS
and	O
the	O
essentially	O
hierarchy-free	B_TAS
masses	I_TAS
implied	I_TAS
by	I_TAS
the	I_TAS
Δm2's	E_TAS
Moreover	O
both	O
the	O
θ12	B_TAS
and	I_TAS
θ23	I_TAS
mixing	I_TAS
angles	E_TAS
are	O
large	O
while	O
the	B_TAS
angle θ13	E_TAS
is	O
small	O
which	O
is	O
in	O
sharp	O
contrast	O
with	O
the	O
corresponding	O
mixings	O
in	O
the	O
quark	B_PRO
sector	E_PRO
which	O
are	O
all	O
small	O
These	O
problems	O
can	O
be	O
solved	O
in	O
specific	O
models	O
for	O
example	O
the	O
Δm2	B_PRO
values	I_PRO
can	I_PRO
be	I_PRO
fitted	I_PRO
by	I_PRO
taking	I_PRO
the	I_PRO
spectrum	I_PRO
of	I_PRO
rhd	I_PRO
neutrino	I_PRO
masses	E_PRO
to	O
be	O
hierarchical	O
in	O
such	O
a	O
way	O
as	O
to	O
almost	O
compensate	O
for	O
the	O
hierarchical	B_PRO
neutrino	I_PRO
Yukawa	I_PRO
couplings	E_PRO
But	O
this	O
has	O
the	O
price	O
of	O
introducing	O
a	O
wide	O
range	O
of	O
rhd	B_MAT
neutrino	I_MAT
masses	E_MAT
MR∼1010–1015	S_MAT
which	O
then	O
require	O
explanatio	O
	
The	O
presence	O
of	O
chaotic	B_TAS
motion	I_TAS
in	I_TAS
nuclear	I_TAS
systems	E_TAS
has	O
been	O
firmly	O
related	O
with	O
the	O
statistics	B_PRO
of	I_PRO
high-lying	I_PRO
energy	I_PRO
levels [8,9]	E_PRO
Poisson	B_PRO
distributions	E_PRO
of	O
normalized	O
spacings	O
of	O
successive	O
nuclear	O
or	O
atomic	O
excited	B_PRO
levels	E_PRO
with	O
the	O
same	O
spin	S_PRO
and	O
parity	S_PRO
correspond	O
to	O
integrable	B_PRO
classical	I_PRO
dynamics	E_PRO
while	O
Wigner's	B_MAT
statistics	E_MAT
signal	O
chaotic	B_PRO
motion	E_PRO
in	O
the	O
corresponding	O
classical	B_TAS
regime [10]	E_TAS
Intermediate	O
situations	O
are	O
more	O
difficult	O
to	O
assess	O
Very	O
recently	O
a	O
proposal	O
has	O
been	O
made	O
to	O
treat	O
the	O
spectral	B_PRO
fluctuations	E_PRO
δn	S_PRO
as	O
discrete	B_PRO
time	I_PRO
series	E_PRO
[11]	O
Defining	O
(1)δn=∫−∞En+1ρ˜(E)dE−n	O
with	O
ρ˜(E)	O
the	O
mean	O
level	O
density	O
which	O
allows	O
the	O
mapping	B_PRO
to	I_PRO
dimensionless	I_PRO
levels	E_PRO
with	O
unitary	B_PRO
average	I_PRO
level	I_PRO
density	E_PRO
and	O
analyzing	B_PRO
the	I_PRO
energy	I_PRO
fluctuations	E_PRO
as	O
a	O
discrete	B_PRO
time	I_PRO
series	E_PRO
they	O
found	O
that	O
nuclear	B_TAS
power	I_TAS
spectra	E_TAS
behave	O
like	O
1f	O
noise	O
postulating	O
that	O
this	O
might	O
be	O
a	O
characteristic	O
signature	O
of	O
generic	O
quantum	B_TAS
chaotic	I_TAS
systems	E_TAS
In	O
the	O
present	O
work	O
we	O
implement	O
this	O
idea	O
using	O
the	O
1f	B_PRO
spectral	I_PRO
behavior	E_PRO
as	O
a	O
test	O
for	O
the	O
presence	O
of	O
chaos	B_PRO
in	I_PRO
nuclear	I_PRO
mass	I_PRO
error	E_PRO
	
The	O
number	O
of	O
experiments	O
conducted	O
was	O
reduced	O
by	O
selecting	O
the	O
four	O
most	O
important	O
parameters	O
for	O
variation	O
Table	O
1	O
while	O
the	O
remaining	O
parameters	O
were	O
kept	O
constant	O
The	O
O2	O
flow	O
rate	O
(QO2)	O
was	O
keep	O
constant	O
at	O
99sccm	O
while	O
the	O
SF6	O
flow	O
rate	O
(QSF6)	O
was	O
varied	O
between	O
0	O
and	O
20sccm	O
The	O
pressure	B_PRO
in	I_PRO
the	I_PRO
etch	I_PRO
chamber	E_PRO
was	O
controlled	O
to	O
keep	B_TAS
the	I_TAS
gas	I_TAS
density	I_TAS
stable	E_TAS
Since	O
the	O
pressure	O
has	O
a	O
pronounced	O
effect	O
on	O
etch	O
characteristics	O
the	O
pressure	O
(p)	O
was	O
varied	O
between	O
20	O
and	O
40mTorr	O
It	O
should	O
be	O
noted	O
that	O
the	O
system	O
was	O
run	O
in	O
automatic	B_PRO
pressure	I_PRO
control	E_PRO
mode	O
which	O
continuously	O
adjusts	B_PRO
the	I_PRO
throttle	I_PRO
valve	E_PRO
to	O
keep	O
a	O
constant	O
pressure	O
during	O
etch	O
The	O
coil	O
power	O
(PC)	O
was	O
fixed	O
at	O
1000W	O
while	O
the	O
bias	O
power	O
(PB)	O
was	O
varied	O
between	O
0	O
and	O
30W	O
Finally	O
the	O
substrate	O
chuck	O
temperature	O
(T)	O
was	O
controlled	O
between	O
10	O
and	O
50°C	O
This	O
design	O
resulted	O
in	O
a	O
full	O
factorial	B_PRO
screening	E_PRO
in	O
four	O
parameters	O
where	O
three	O
center	O
points	O
were	O
used	O
to	O
check	B_PRO
for	I_PRO
quadratic	I_PRO
curvature	E_PRO
where	O
the	O
quadratic	O
term	O
of	O
a	O
parameter	O
is	O
needed	O
to	O
generate	O
a	O
valid	O
model	O
The	O
total	O
number	O
of	O
experiments	O
in	O
this	O
setup	O
is	O
19	O
which	O
were	O
processed	O
for	O
20min	O
each	O
The	O
experiments	O
in	O
the	O
design	O
were	O
carried	O
out	O
in	O
random	O
orde	O
	
Our	O
country	O
is	O
rich	O
of	O
line	B_PRO
galloping	E_PRO
there	O
are	O
many	O
important	O
galloping	B_MAT
data	E_MAT
failed	O
to	O
collect	B_TAS
systematically	I_TAS
and	I_TAS
completely	E_TAS
because	O
there	O
is	O
no	O
unified	B_PRO
management	I_PRO
platform	E_PRO
After	O
the	O
galloping	B_PRO
occurrence	E_PRO
in	O
2009–2010's	O
winter	O
the	O
department	O
of	O
productive	O
of	O
the	O
State	O
Grid	O
Corporation	O
organized	O
a	O
lot	O
of	O
human	O
to	O
carry	B_PRO
out	I_PRO
the	I_PRO
research	I_PRO
of	I_PRO
galloping	I_PRO
information	E_PRO
this	O
work	O
is	O
time–consuming	O
and	O
inefficient	O
The	O
State	O
Grid	O
Corporation	O
has	O
used	O
the	O
production	B_MAT
management	I_MAT
system	E_MAT
(PMS)	O
which	O
is	O
a	O
powerful	O
and	O
easy	O
to	O
use	O
With	O
the	O
help	O
of	O
the	O
system	O
we	O
can	O
create	B_TAS
a	I_TAS
galloping	I_TAS
database	E_TAS
which	O
can	O
save	B_PRO
resources	I_PRO
and	I_PRO
storage	I_PRO
the	I_PRO
galloping	I_PRO
data	E_PRO
To	O
build	O
and	O
put	O
it	O
into	O
application	B_PRO
of	I_PRO
database	E_PRO
can	O
provide	O
technical	B_PRO
support	E_PRO
for	O
line	B_PRO
galloping	I_PRO
prevention	E_PRO
and	O
galloping	B_PRO
research	I_PRO
wor	E_PRO
	
Robust	B_TAS
and	I_TAS
automatic	I_TAS
thresholding	E_TAS
of	O
gray	B_MAT
level	I_MAT
images	E_MAT
has	O
been	O
commonly	O
used	O
in	O
the	O
field	O
of	O
pattern	B_TAS
recognition	E_TAS
and	O
computer	B_TAS
vision	E_TAS
for	O
objects	B_TAS
detecting	I_TAS
tracking	I_TAS
and	I_TAS
recognizing	E_TAS
The	O
Otsu	B_PRO
scheme	E_PRO
a	O
widely	O
used	O
image	B_PRO
thresholding	I_PRO
technique	E_PRO
provides	O
approving	O
results	O
for	O
segmenting	S_PRO
a	O
gray	B_MAT
level	I_MAT
image	E_MAT
with	O
only	O
one	O
modal	B_PRO
distribution	E_PRO
in	O
gray	B_MAT
level	I_MAT
histogram	E_MAT
However	O
it	O
provides	O
poor	O
results	O
if	O
the	O
histogram	S_MAT
of	O
a	O
gray	O
level	O
is	O
non-bimodal	O
For	O
enhancing	B_TAS
the	I_TAS
performance	E_TAS
of	O
the	O
Otsu	B_PRO
algorithm	E_PRO
further	O
in	O
this	O
work	O
an	O
improved	O
median-based	B_PRO
Otsu	I_PRO
image	I_PRO
thresholding	I_PRO
algorithm	E_PRO
is	O
presented	O
Finally	O
extensive	B_TAS
tests	E_TAS
are	O
performed	O
and	O
the	O
experiments	O
show	O
that	O
our	O
method	O
obtain	O
more	O
satisfactory	O
results	O
than	O
the	O
original	O
Otsu	B_PRO
thresholding	I_PRO
algorith	E_PRO
	
In	O
the	O
calculations	O
for	O
the	O
formation	B_TAS
energy	E_TAS
the	O
box	S_MAT
size	O
is	O
set	O
to	O
30a0×30a0×30a0	O
where	O
a0	O
is	O
the	O
bcc	O
Fe	B_MAT
lattice	E_MAT
parameter	O
For	O
all	O
calculations	O
periodic	O
boundary	O
conditions	O
and	O
constant	O
volume	O
are	O
used	O
The	O
Monte	B_PRO
Carlo	I_PRO
algorithm	E_PRO
used	O
to	O
determine	B_PRO
the	I_PRO
lowest	I_PRO
energy	I_PRO
configuration	E_PRO
of	O
the	O
cluster	O
[28]	O
is	O
organised	O
as	O
follows	O
First	O
the	O
energetics	O
of	O
voids	B_MAT
without	I_MAT
helium	E_MAT
are	O
investigated	O
A	O
vacancy	O
is	O
introduced	O
into	O
the	O
simulation	B_MAT
cell	E_MAT
and	O
the	O
system	O
is	O
minimised	O
using	O
a	O
conjugate	B_PRO
gradient	I_PRO
algorithm	E_PRO
yielding	O
a	O
single	B_MAT
vacancy	I_MAT
formation	I_MAT
energy	E_MAT
Evac	S_MAT
of	O
1.72eV	O
Next	O
the	O
atom	O
with	O
the	O
highest	O
potential	O
energy	O
is	O
removed	O
from	O
the	O
system	O
and	O
again	O
the	O
system	O
is	O
minimised	S_PRO
This	O
scheme	O
is	O
iteratively	O
continued	O
to	O
create	O
voids	O
up	O
to	O
the	O
number	O
of	O
target	O
vacancies	O
and	O
the	O
formation	O
energy	O
of	O
each	O
is	O
calculated	O
Next	O
helium	B_MAT
atoms	E_MAT
are	O
introduced	O
to	O
the	O
vacancies	O
The	O
total	B_MAT
system	I_MAT
energy	E_MAT
is	O
measured	O
and	O
recorded	O
At	O
this	O
point	O
a	O
Metropolis	B_PRO
MC	I_PRO
scheme	E_PRO
[29]	O
is	O
used	O
to	O
find	O
the	O
low	B_MAT
energy	I_MAT
configurations	E_MAT
Every	O
helium	S_MAT
in	O
the	O
system	O
is	O
randomly	O
displaced	O
from	O
its	O
site	O
up	O
to	O
a	O
maximum	O
of	O
rmax	O
(4.5Å	O
the	O
cut	O
off	O
distance	O
for	O
He–He	B_PRO
interactions)	E_PRO
in	O
each	O
of	O
the	O
x	O
y	O
and	O
z	O
directions	O
and	O
then	O
minimised	S_PRO
using	O
the	O
conjugate	B_PRO
gradient	I_PRO
algorithm	E_PRO
Each	O
bubble	O
is	O
continued	O
for	O
a	O
minimum	O
of	O
10,000	O
steps	O
After	O
that	O
the	O
searches	O
will	O
be	O
terminated	O
if	O
the	O
system	O
energy	O
does	O
not	O
drop	O
within	O
a	O
further	O
10	O
steps	O
A	O
schematic	O
of	O
this	O
iterative	B_PRO
process	E_PRO
is	O
shown	O
in	O
Fig	O
	
The	O
first	O
of	O
these	O
systems	O
a	O
biopolymer	B_PRO
gel	E_PRO
involves	O
the	O
thermoreversible	B_TAS
gelation	E_TAS
of	O
aqueous	O
gelatin	O
solutions	O
to	O
form	O
a	O
physical	O
gel	O
whereas	O
the	O
other	O
systems	O
considered	O
herein	O
involve	O
the	O
formation	O
of	O
chemical	O
gels	O
featuring	O
permanent	O
cross-linked	B_PRO
branching	I_PRO
networks	E_PRO
The	O
second	O
system	O
is	O
a	O
commercial	B_PRO
silicone	I_PRO
dielectric	I_PRO
gel	E_PRO
(SDG)	O
which	O
is	O
used	O
in	O
the	O
production	B_TAS
of	I_TAS
electronic	I_TAS
products	E_TAS
created	O
by	O
industrial	O
printing	O
processes	O
The	O
third	O
experimental	O
system	O
is	O
a	O
fibrin	B_PRO
gel	E_PRO
formed	O
by	O
the	O
thrombin-induced	B_PRO
polymerisation	E_PRO
of	O
fibrinogen	B_PRO
molecules	E_PRO
The	O
gel	B_PRO
network	I_PRO
product	E_PRO
in	O
the	O
latter	O
case	O
forms	O
the	O
principal	O
microstructural	B_MAT
component	E_MAT
of	O
a	O
blood	B_MAT
clot	E_MAT
[8]	O
The	O
latter	O
case	O
is	O
particularly	O
interesting	O
as	O
the	O
critical-gel	S_MAT
which	O
is	O
established	O
at	O
the	O
GP	S_MAT
serves	O
as	O
a	O
‘template’	B_MAT
for	I_MAT
the	I_MAT
ensuing	I_MAT
development	I_MAT
of	I_MAT
microstructure	I_MAT
and	I_MAT
associated	I_MAT
rheological	I_MAT
properties	E_MAT
in	O
the	O
post-GP	O
phase	O
of	O
fibrin	B_MAT
clot	E_MAT
evolution	O
[9	O
	
To	O
conclude	O
the	O
electrochemical	B_TAS
reduction	I_TAS
of	I_TAS
uranium	I_TAS
dioxide	E_TAS
to	O
uranium	B_MAT
metal	E_MAT
has	O
been	O
studied	O
in	O
a	O
lithium	B_MAT
chloride–potassium	I_MAT
chloride	I_MAT
eutectic	I_MAT
molten	I_MAT
salt	E_MAT
at	O
450°C	O
Both	O
electrochemical	S_PRO
and	O
synchrotron	B_PRO
X-ray	E_PRO
techniques	O
have	O
been	O
utilised	O
to	O
deduce	B_TAS
the	I_TAS
electrochemical	I_TAS
reduction	I_TAS
potential	I_TAS
mechanism	I_TAS
and	I_TAS
reduction	I_TAS
pathway	E_TAS
The	O
electrochemical	O
reduction	O
potential	O
of	O
the	O
UO2|U	B_MAT
couple	E_MAT
is	O
dependent	O
on	O
the	O
activity	O
of	O
oxide	O
ions	O
existing	O
within	O
the	O
melt	O
The	O
electrochemical	O
reduction	O
of	O
uranium	O
dioxide	O
to	O
uranium	O
metal	O
seems	O
to	O
occur	O
in	O
a	O
single	O
4-electron-step	S_MAT
process;	O
indicated	O
by	O
a	O
single	O
reduction	O
peak	O
(C1)	O
in	O
the	O
cyclic	O
voltammograms	O
and	O
also	O
by	O
the	O
exclusion	O
of	O
any	O
other	O
phases	O
in	O
the	O
EDXD	O
data	O
The	O
electrochemical	O
reduction	O
may	O
be	O
impeded	O
by	O
an	O
increase	O
in	O
oxo-acidity	O
of	O
the	O
molten	O
salt	O
That	O
is	O
O2−	O
ions	O
that	O
are	O
liberated	O
by	O
the	O
electroreduction	O
may	O
not	O
react	O
at	O
the	O
counter	O
electrode	O
and	O
thus	O
not	O
be	O
removed	O
from	O
the	O
molten	O
salt	O
This	O
could	O
be	O
due	O
to	O
the	O
electrode	O
geometry	O
and/or	O
the	O
inherent	O
microstructure	O
of	O
the	O
working	O
electrode:	O
a	O
high	O
tortuosity	O
for	O
example	O
would	O
impede	O
the	O
diffusion	O
of	O
O2−	O
ions	O
out	O
of	O
the	O
working	O
electrode	O
This	O
could	O
then	O
cause	O
an	O
increase	O
in	O
the	O
activity	O
of	O
oxide	O
ions	O
existing	O
within	O
the	O
melt	O
and	O
hence	O
inhibit	O
the	O
electrochemical	O
reduction	O
–	B_TAS
exploration	I_TAS
of	I_TAS
the	I_TAS
microstructure	I_TAS
of	I_TAS
working	E_TAS
electrodes	O
will	O
be	O
the	O
focus	O
of	O
future	O
wor	O
	
The	O
related	O
Volta	B_PRO
potential	E_PRO
(Ψ)	O
is	O
the	O
potential	B_PRO
difference	E_PRO
between	O
a	O
position	O
infinitely	O
far	O
away	O
from	O
the	O
surface	O
and	O
a	O
position	O
just	O
outside	O
the	O
surface	O
and	O
is	O
the	O
measureable	B_PRO
quantity	E_PRO
characterising	O
electrochemical	B_PRO
behaviour	I_PRO
of	I_PRO
a	I_PRO
metal	E_PRO
[12,17]	O
The	O
scanning	B_PRO
Kelvin	I_PRO
probe	I_PRO
force	I_PRO
microscopy	E_PRO
(SKPFM)	O
technique	O
allows	O
detection	B_TAS
of	I_TAS
local	I_TAS
EWF	E_TAS
(if	O
the	O
EWF	O
of	O
the	O
tip	O
is	O
known)	O
or	O
Volta	B_TAS
potential	I_TAS
differences	E_TAS
(ΔΨ)	O
between	O
an	O
atomic	B_MAT
force	I_MAT
microscopy	I_MAT
tip	E_MAT
(usually	O
Pt	B_MAT
coated)	E_MAT
and	O
the	O
metal	B_MAT
surface	E_MAT
[14,15,19]	O
The	O
lateral	O
resolution	O
of	O
SKPFM	S_PRO
can	O
be	O
as	O
high	O
as	O
10’s	O
of	O
nm	O
in	O
ambient	B_MAT
air	E_MAT
with	O
a	O
sensitivity	O
up	O
to	O
10–20meV	O
[19]	O
Volta	B_PRO
potential	E_PRO
is	O
a	O
characteristic	O
property	B_PRO
of	I_PRO
a	I_PRO
metal	I_PRO
surface	E_PRO
and	O
can	O
be	O
used	O
to	O
understand	B_TAS
electrochemical	I_TAS
processes	E_TAS
[16]	O
It	O
is	O
sensitive	O
to	O
any	O
kind	O
of	O
surface	O
defects	O
chemical	O
variations	O
and	O
residual	O
stress	O
[13,17]	O
Volta	O
potential	B_PRO
differences	I_PRO
in	I_PRO
microstructure	I_PRO
have	E_PRO
been	O
used	O
to	O
predict	O
corrosion	B_TAS
behaviour	I_TAS
[10,15,18,20–22]	E_TAS
Regions	O
with	O
larger	O
(ΔΨ)	B_PRO
indicate	I_PRO
increased	I_PRO
surface	I_PRO
reactivity	I_PRO
[11,15,18]	E_PRO
and	O
even	O
a	O
correlation	O
between	O
Volta	O
potential	B_PRO
differences	I_PRO
measured	E_PRO
in	O
nominally	O
dry	O
air	B_MAT
and	E_MAT
their	O
free	O
corrosion	B_PRO
potential	I_PRO
(Ecorr)	E_PRO
pre-determined	O
under	O
immersed	O
conditions	O
has	O
been	O
reported	O
[18	O
	
The	O
most	O
important	O
goal	O
of	O
the	O
software	B_PRO
industry	E_PRO
is	O
to	O
produce	B_TAS
successful	I_TAS
product	E_TAS
During	O
the	O
process	O
of	O
production	S_PRO
several	O
times	O
the	O
product	B_PRO
fails	E_PRO
due	O
to	O
lack	O
of	O
proper	O
management	S_PRO
This	O
paper	O
is	O
exploring	O
the	O
role	B_TAS
of	I_TAS
software	I_TAS
engineering	I_TAS
courses	E_TAS
in	O
computer	B_TAS
engineering	E_TAS
related	O
branches	O
and	O
then	O
reasons	O
why	O
software	O
developers	O
lack	O
project	B_PRO
management	E_PRO
in	O
proper	B_PRO
software	I_PRO
management	I_PRO
trainings	E_PRO
Our	O
findings	O
reflect	O
that	O
in	O
majority	O
of	O
computer	O
related	O
branches	O
like	O
computer	O
science	O
computer	O
engineering	O
information	O
system	O
engineering	O
there	O
is	O
no	O
place	O
for	O
software	B_PRO
project	I_PRO
management	I_PRO
course	E_PRO
Our	O
findings	O
are	O
based	O
on	O
a	O
survey	B_TAS
of	I_TAS
course	I_TAS
curriculums	E_TAS
of	O
computer	B_TAS
engineering	E_TAS
computer	B_TAS
science	I_TAS
and	I_TAS
information	I_TAS
system	I_TAS
engineering	E_TAS
courses	O
taught	O
in	O
Turkish	O
universitie	O
	
Including	O
the O(αs)	O
corrections	O
all	O
the	O
operators	B_TAS
listed	I_TAS
in (9)	I_TAS
and (10)	I_TAS
have	I_TAS
to	I_TAS
be	I_TAS
included	E_TAS
A convenient	O
framework	O
to	O
carry	O
out	O
these	O
calculations	O
is	O
the	O
QCD	B_PRO
factorization	I_PRO
framework [14]	E_PRO
which	O
allows	O
to	O
express	B_PRO
the	I_PRO
hadronic	I_PRO
matrix	I_PRO
elements	I_PRO
in	I_PRO
the	I_PRO
schematic	I_PRO
form:	E_PRO
(11)〈Vγ|Oi|B〉=FB→VTiI+∫dk+2π∫01duφB,+(k+)TiII(k+,u)φV⊥(u)	O
where	O
FB→V	O
are	O
the	O
transition	B_PRO
form	I_PRO
factors	I_PRO
defined	I_PRO
through	I_PRO
the	I_PRO
matrix	I_PRO
elements	I_PRO
of	I_PRO
the	I_PRO
operator O7	I_PRO
φB,+(k+)	E_PRO
is	O
the	O
leading-twist	B_PRO
B-meson	I_PRO
wave-function	I_PRO
with	I_PRO
k+	I_PRO
being	I_PRO
a	I_PRO
light-cone	I_PRO
component	I_PRO
of	I_PRO
the	I_PRO
spectator	I_PRO
quark	I_PRO
momentum	E_PRO
φ⊥V(u)	O
is	O
the	O
leading-twist	O
light-cone	O
distribution	O
amplitude	O
(LCDA)	S_PRO
of	O
the	O
transversely-polarized	O
vector	O
meson V	O
and u	O
is	O
the	O
fractional	O
momentum	O
of	O
the	O
vector	O
meson	O
carried	O
by	O
one	O
of	O
the	O
two	O
partons	O
The	O
quantities TiI	O
and TiII	O
are	O
the	O
hard-perturbative	O
kernels	O
calculated	O
to	O
order αs	O
with	O
the	O
latter	O
containing	O
the	O
so-called	O
hard-spectator	O
contributions	O
The	O
factorization	O
formula (11)	O
holds	O
in	O
the	O
heavy	O
quark	O
limit	O
i.e	O
to	O
order ΛQCD/MB	O
This	O
factorization	O
framework	O
has	O
been	O
used	O
to	O
calculate	O
the	O
branching	O
fractions	O
and	O
related	O
quantities	O
for	O
the	O
decays	O
B→K∗γ [15–17]	O
and	O
B→ργ [15,17]	O
The	O
isospin	O
violation	O
in	O
the	O
B→K∗γ	O
decays	O
in	O
this	O
framework	O
have	O
also	O
been	O
studied [18]	O
(For	O
applications	O
to	O
B→K∗γ∗	O
see	O
Refs. [16,19,20].)	O
Very	O
recently	O
the	O
